119;3335.00;9.50;106.00;big
120;4823.00;9.50;821.00;big
120;4898.00;9.50;291.00;big
121;4904.00;9.50;1207.00;big
121;5009.00;9.50;1526.00;big
122;4287.00;9.50;647.00;big
122;4368.00;9.50;193.00;big
123;636.00;9.50;2113.00;big
123;737.00;9.50;1971.00;big
124;889.00;9.50;2466.00;big
124;592.00;9.50;2339.00;big
125;583.00;9.50;1809.00;big
125;469.00;9.50;1801.00;big
126;443.00;9.50;1855.00;big
126;467.00;9.50;1922.00;big
127;485.00;9.50;1612.00;big
127;560.00;9.50;1671.00;big
128;253.00;9.50;115.00;big
128;54.00;9.50;498.00;big
129;306.00;9.50;2483.00;big
129;100.00;9.50;2445.00;big
130;407.00;9.50;1717.00;big
130;316.00;9.50;1771.00;big
131;180.00;9.50;1592.00;big
131;224.00;9.50;2177.00;big
132;100.00;16.10;1010.00;big
132;235.00;9.50;1241.00;big
